ICD3;Name_deutsch;Name_englisch;Cluster
Y69;Zwischenfälle bei chirurgischem Eingriff und medizinischer Behandlung;Unspecified misadventure during surgical and medical care;0
Y70;;Anesthesiology devices associated with adverse incidents;
Y71;;Cardiovascular devices associated with adverse incidents;
Y72;;Otorhinolaryngological devices associated with adverse incidents;
Y73;;Gastroenterology and urology devices associated with adverse incidents;
Y74;;General hospital and personal-use devices associated with adverse incidents;
Y75;;Neurological devices associated with adverse incidents;
Y76;;Obstetric and gynecological devices associated with adverse incidents;
Y77;;Ophthalmic devices associated with adverse incidents;
Y78;;Radiological devices associated with adverse incidents;
Y79;;Orthopedic devices associated with adverse incidents;
Y80;;Physical medicine devices associated with adverse incidents;
Y81;;General- and plastic-surgery devices associated with adverse incidents;
Y82;Medizintechnische Geräte und Produkte im Zusammenhang mit Zwischenfällenbei diagnostischer und therapeutischer Anwendung;Other and unspecified medical devices associated with adverse incidents;4
Y83;;Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure;
Y84;Chirurgische und sonstige medizinische Maßnahmen als Ursache einer abnormen Reaktion eines Patienten oder einer späteren Komplikation, ohne Angabe eines Zwischenfalls zum Zeitpunkt der Durchführung der Maßnahme;Other medical procedures as the cause of abnormal reaction of the patient, or of later complication, without mention of misadventure at the time of the procedure;4
Y85;;deactivated;
Y90;;Evidence of alcohol involvement determined by blood alcohol level;
Y91;;deactivated;
Y92;;Place of occurrence of the external cause;
Y93;;Activity codes;
Y95;;Nosocomial condition;
Y96;;deactivated;
Y97;;deactivated;
Y98;;deactivated;
Y99;;External cause status;
Z00;Allgemeinuntersuchung und Abklärung bei Personen ohne Beschwerden oder angegebene Diagnose;Encounter for general examination without complaint, suspected or reported diagnosis;3
Z01;Sonstige spezielle Untersuchungen und Abklärungen bei Personen ohne Beschwerden oder angegebene Diagnose;Encounter for other special examination without complaint, suspected or reported diagnosis;3
Z02;Untersuchung und Konsultation aus administrativen Gründen;Encounter for administrative examination;4
Z03;Ärztliche Beobachtung und Beurteilung von Verdachtsfällen;Encounter for medical observation for suspected diseases and conditions ruled out;3
Z04;Untersuchung und Beobachtung aus sonstigen Gründen;Encounter for examination and observation for other reasons;3
Z08;Nachuntersuchung nach Behandlung wegen bösartiger Neubildung;Encounter for follow-up examination after completed treatment for malignant neoplasm;4
Z09;Nachuntersuchung nach Behandlung wegen anderer Krankheitszustände außerbösartigen Neubildungen;Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm;3
Z10;Allgemeine Reihenuntersuchung bestimmter Bevölkerungsgruppen;Routine general health check-up of defined subpopulation;4
Z11;Spezielle Verfahren zur Untersuchung auf infektiöse und parasitäre Krankheiten;Encounter for screening for infectious and parasitic diseases;1
Z12;Spezielle Verfahren zur Untersuchung auf Neubildungen;Encounter for screening for malignant neoplasms;3
Z13;Spezielle Verfahren zur Untersuchung auf sonstige Krankheiten oder Störungen;Encounter for screening for other diseases and disorders;3
Z14;;Genetic carrier;
Z15;;Genetic susceptibility to disease;
Z16;;Resistance to antimicrobial drugs;
Z17;;Estrogen receptor status;
Z18;;Retained foreign body fragments;
Z20;Kontakt mit und Exposition gegenüber übertragbaren Krankheiten;Contact with and (suspected) exposure to communicable diseases;0
Z21;Asymptomatische HIV-Infektion [Humane Immundefizienz-Virusinfektion];Asymptomatic human immunodeficiency virus [HIV] infection status;4
Z22;Keimträger von Infektionskrankheiten;Carrier of infectious disease;1
Z23;Notwendigkeit der Impfung [Immunisierung] gegen einzelne bakterielle Krankheiten;Encounter for immunization;1
Z24;Notwendigkeit der Impfung [Immunisierung] gegen bestimmte einzelne Viruskrankheiten;Need for immunization against certain single viral diseases;0
Z25;Notwendigkeit der Impfung [Immunisierung] gegen andere einzelne Viruskrankheiten;Need for immunization against other single viral diseases;1
Z26;Notwendigkeit der Impfung [Immunisierung] gegen andere einzelne Infektionskrankheiten;Need for immunization against other single infectious diseases;0
Z27;Notwendigkeit der Impfung [Immunisierung] gegen Kombinationen von Infektionskrankheiten;Need for immunization against combinations of infectious diseases;0
Z28;Nicht durchgeführte Impfung [Immunisierung];Immunization not carried out and underimmunization status;0
Z29;Notwendigkeit von anderen prophylaktischen Maßnahmen;Need for other prophylactic measures;1
Z30;Kontrazeptive Maßnahmen;Encounter for contraceptive management;5
Z31;Fertilisationsfördernde Maßnahmen;Encounter for procreative management;5
Z32;Untersuchung und Test zur Feststellung einer Schwangerschaft;Encounter for pregnancy test and childbirth and childcare instruction;5
Z33;Schwangerschaftsfeststellung als Nebenbefund;Pregnant state;5
Z34;Überwachung einer normalen Schwangerschaft;Encounter for supervision of normal pregnancy;5
Z35;Überwachung einer Risikoschwangerschaft;Supervision of high-risk pregnancy;5
Z36;Pränatales Screening;Encounter for antenatal screening of mother;5
Z37;Resultat der Entbindung;Outcome of delivery;5
Z38;Lebendgeborene nach dem Geburtsort;Liveborn infants according to place of birth and type of delivery;5
Z39;Postpartale Betreuung und Untersuchung der Mutter;Encounter for maternal postpartum care and examination;5
Z3A;;Weeks of gestation;
Z40;Prophylaktische Operation;Encounter for prophylactic surgery;4
Z41;Maßnahmen aus anderen Gründen als der Wiederherstellung des Gesundheitszustandes;Encounter for procedures for purposes other than remedying health state;4
Z42;Nachbehandlung unter Anwendung plastischer Chirurgie;Encounter for plastic and reconstructive surgery following medical procedure or healed injury;4
Z43;Versorgung künstlicher Körperöffnungen;Encounter for attention to artificial openings;1
Z44;Versorgen mit und Anpassen einer Ektoprothese;Encounter for fitting and adjustment of external prosthetic device;4
Z45;Anpassung und Handhabung eines implantierten medizinischen Gerätes;Encounter for adjustment and management of implanted device;1
Z46;Versorgen mit und Anpassen von anderen medizinischen Geräten oder Hilfsmitteln;Encounter for fitting and adjustment of other devices;1
Z47;Andere orthopädische Nachbehandlung;Orthopedic aftercare;4
Z48;Andere Nachbehandlung nach chirurgischem Eingriff;Encounter for other postprocedural aftercare;3
Z49;Dialysebehandlung;Encounter for care involving renal dialysis;2
Z50;Rehabilitationsmaßnahmen;Care involving use of rehabilitation procedures;1
Z51;Sonstige medizinische Behandlung;Encounter for other aftercare;4
Z52;Spender von Organen oder Geweben;Donors of organs and tissues;4
Z53;Personen, die Einrichtungen des Gesundheitswesens wegen spezifischer Maßnahmen aufgesucht haben, die aber nicht durchgeführt wurden;Persons encountering health services for specific procedures and treatment, not carried out;4
Z54;Rekonvaleszenz;Convalescence;4
Z55;Kontaktanlässe mit Bezug auf die Ausbildung;Problems related to education and literacy;0
Z56;Kontaktanlässe mit Bezug auf das Berufsleben;Problems related to employment and unemployment;3
Z57;Berufliche Exposition gegenüber Risikofaktoren;Occupational exposure to risk factors;4
Z58;Kontaktanlässe mit Bezug auf die physikalische Umwelt;Problems related to physical environment;2
Z59;Kontaktanlässe mit Bezug auf das Wohnumfeld oder die wirtschaftliche Lage;Problems related to housing and economic circumstances;4
Z60;Kontaktanlässe mit Bezug auf die soziale Umgebung;Problems related to social environment;4
Z61;Kontaktanlässe mit Bezug auf Kindheitserlebnisse;Problems related to negative life events in childhood;0
Z62;Andere Kontaktanlässe mit Bezug auf die Erziehung;Problems related to upbringing;0
Z63;Andere Kontaktanlässe mit Bezug auf den engeren Familienkreis;Other problems related to primary support group, including family circumstances;0
Z64;Kontaktanlässe mit Bezug auf bestimmte psychosoziale Umstände;Problems related to certain psychosocial circumstances;5
Z65;Kontaktanlässe mit Bezug auf andere psychosoziale Umstände;Problems related to other psychosocial circumstances;4
Z66;;Do not resuscitate;
Z67;;Blood type;
Z68;;Body mass index [BMI];
Z69;;Encounter for mental health services for victim and perpetrator of abuse;
Z70;Beratung in Bezug auf Sexualeinstellung, -verhalten oder -orientierung;Counseling related to sexual attitude, behavior and orientation;4
Z71;Personen, die das Gesundheitswesen zum Zwecke anderer Beratung oder ärztlicher Konsultation in Anspruch nehmen, anderenorts nicht klassifiziert;Persons encountering health services for other counseling and medical advice, not elsewhere classified;0
Z72;Probleme mit Bezug auf die Lebensführung;Problems related to lifestyle;4
Z73;Probleme mit Bezug auf Schwierigkeiten bei der Lebensbewältigung;Problems related to life management difficulty;3
Z74;Probleme mit Bezug auf Pflegebedürftigkeit;Problems related to care provider dependency;1
Z75;Probleme mit Bezug auf medizinische Betreuungsmöglichkeiten oder andereGesundheitsversorgung;Problems related to medical facilities and other health care;4
Z76;Personen, die das Gesundheitswesen aus sonstigen Gründen in Anspruch nehmen;Persons encountering health services in other circumstances;0
Z77;;Other contact with and (suspected) exposures hazardous to health;
Z78;;Other specified health status;
Z79;;Long term (current) drug therapy;
Z80;Bösartige Neubildung in der Familienanamnese;Family history of primary malignant neoplasm;3
Z81;Psychische Krankheiten oder Verhaltensstörungen in der Familienanamnese;Family history of mental and behavioral disorders;0
Z82;Bestimmte Behinderungen oder chronische Krankheiten in der Familienanamnese, die zu Schädigung oder Behinderung führen;Family history of certain disabilities and chronic diseases (leading to disablement);4
Z83;Andere spezifische Krankheiten in der Familienanamnese;Family history of other specific disorders;5
Z84;Andere Krankheiten oder Zustände in der Familienanamnese;Family history of other conditions;4
Z85;Bösartige Neubildung in der Eigenanamnese;Personal history of malignant neoplasm;4
Z86;Bestimmte andere Krankheiten in der Eigenanamnese;Personal history of certain other diseases;1
Z87;Andere Krankheiten oder Zustände in der Eigenanamnese;Personal history of other diseases and conditions;4
Z88;Allergie gegenüber Arzneimitteln, Drogen oder biologisch aktiven Substanzen in der Eigenanamnese;Allergy status to drugs, medicaments and biological substances;3
Z89;Extremitätenverlust;Acquired absence of limb;4
Z90;Verlust von Organen, anderenorts nicht klassifiziert;Acquired absence of organs, not elsewhere classified;4
Z91;Risikofaktoren in der Eigenanamnese, anderenorts nicht klassifiziert;Personal risk factors, not elsewhere classified;4
Z92;Medizinische Behandlung in der Eigenanamnese;Personal history of medical treatment;1
Z93;Vorhandensein einer künstlichen Körperöffnung;Artificial opening status;1
Z94;Zustand nach Organ- oder Gewebetransplantation;Transplanted organ and tissue status;2
Z95;Vorhandensein von kardialen oder vaskulären Implantaten oder Transplantaten;Presence of cardiac and vascular implants and grafts;1
